20130415181558U28U5,04-15-2013,18:15,19:15,8U2,Lost Mt. Field #5,Game,8U5,,
201304151930112UF612UF4,04-15-2013,19:30,20:45,12UF6,Lost Mt. Field #1,Game,12UF4,,
201304151915214US214US3,04-15-2013,19:15,20:15,14US2,Lost Mt. Field #2,Game,14US3,,
201304151915312US112US3,04-15-2013,19:15,20:30,12US1,Lost Mt. Field #3,Game,12US3,,
201304151915410UF210UF8,04-15-2013,19:15,20:30,10UF2,Lost Mt. Field #4,Game,10UF8,,
201304151915510UF910UF3,04-15-2013,19:15,20:30,10UF9,Lost Mt. Field #5,Game,10UF3,,
201304152015219US219US4,04-15-2013,20:15,21:15,19US2,Lost Mt. Field #2,Game,19US4,,
201304152015314US114US4,04-15-2013,20:15,21:15,14US1,Lost Mt. Field #3,Game,14US4,,
201304152030414UF314UF1,04-15-2013,20:30,21:45,14UF3,Lost Mt. Field #4,Game,14UF1,,
2013041718151SS3SS1,04-17-2013,18:15,19:15,SS3,Lost Mt. Field #1,Game,SS1,,
2013041718152SRS2SRS1,04-17-2013,18:15,19:15,SRS2,Lost Mt. Field #2,Game,SRS1,,
20130417181538U108U5,04-17-2013,18:15,19:15,8U10,Lost Mt. Field #3,Game,8U5,,
20130417181548U88U9,04-17-2013,18:15,19:15,8U8,Lost Mt. Field #4,Game,8U9,,
20130417181558U38U6,04-17-2013,18:15,19:15,8U3,Lost Mt. Field #5,Game,8U6,,
201304171915119US119US3,04-17-2013,19:15,20:15,19US1,Lost Mt. Field #1,Game,19US3,,
201304171915212UF312UF6,04-17-2013,19:15,20:30,12UF3,Lost Mt. Field #2,Game,12UF6,,
201304171915315F515F3,04-17-2013,19:15,20:30,15F5,Lost Mt. Field #3,Game,15F3,,
201304171915410UF410UF5,04-17-2013,19:15,20:30,10UF4,Lost Mt. Field #4,Game,10UF5,,
201304171915512UF412UF1,04-17-2013,19:15,20:30,12UF4,Lost Mt. Field #5,Game,12UF1,,
201304172015119US519US2,04-17-2013,20:15,21:15,19US5,Lost Mt. Field #1,Game,19US2,,
201304172030415F215F4,04-17-2013,20:30,21:45,15F2,Lost Mt. Field #4,Game,15F4,,
2013041909001SS1SS4,04-19-2013,09:00,10:00,SS1,Lost Mt. Field #1,Game,SS4,,
2013041909002SS5SS2,04-19-2013,09:00,10:00,SS5,Lost Mt. Field #2,Game,SS2,,
201304190900310UF410UF6,04-19-2013,09:00,10:15,10UF4,Lost Mt. Field #3,Game,10UF6,,
2013041909004SRS5SRS2,04-19-2013,09:00,10:00,SRS5,Lost Mt. Field #4,Game,SRS2,,
20130419090058U98U3,04-19-2013,09:00,10:00,8U9,Lost Mt. Field #5,Game,8U3,,
2013041910001SRS1SRS4,04-19-2013,10:00,11:00,SRS1,Lost Mt. Field #1,Game,SRS4,,
201304191000214UF114UF2,04-19-2013,10:00,11:15,14UF1,Lost Mt. Field #2,Game,14UF2,,
201304191015310UF210UF1,04-19-2013,10:15,11:30,10UF2,Lost Mt. Field #3,Game,10UF1,,
